month,island,accommodation_type,tier,origin_market,visitor_arrivals
2025-01-01,Oahu,vacation_rental,mid_market,Europe,5569
2025-01-01,Oahu,vacation_rental,mid_market,Other,2720
2025-01-01,Oahu,vacation_rental,budget,US_mainland,13916
2025-01-01,Oahu,vacation_rental,budget,Japan,4412
2025-01-01,Oahu,vacation_rental,budget,Canada,2346
2025-01-01,Oahu,vacation_rental,budget,Europe,2039
2025-01-01,Oahu,vacation_rental,budget,Other,976
2025-01-01,Oahu,timeshare,luxury,US_mainland,9238
2025-01-01,Oahu,timeshare,luxury,Japan,2729
2025-01-01,Oahu,timeshare,luxury,Canada,1540
2025-01-01,Oahu,timeshare,luxury,Europe,1171
2025-01-01,Oahu,timeshare,luxury,Other,668
2025-01-01,Oahu,timeshare,mid_market,US_mainland,22046
2025-01-01,Oahu,timeshare,mid_market,Japan,6686
2025-01-01,Oahu,timeshare,mid_market,Canada,3490
2025-01-01,Oahu,timeshare,mid_market,Europe,2615
2025-01-01,Oahu,timeshare,mid_market,Other,1354
2025-01-01,Oahu,timeshare,budget,US_mainland,7093
2025-01-01,Oahu,timeshare,budget,Japan,2187
2025-01-01,Oahu,timeshare,budget,Canada,1253
2025-01-01,Oahu,timeshare,budget,Europe,934
2025-01-01,Oahu,timeshare,budget,Other,497
2025-01-01,Kauai,hotel,luxury,US_mainland,7331
2025-01-01,Kauai,hotel,luxury,Japan,2222
2025-01-01,Kauai,hotel,luxury,Canada,1154
2025-01-01,Kauai,hotel,luxury,Europe,951
2025-01-01,Kauai,hotel,luxury,Other,475
2025-01-01,Kauai,hotel,mid_market,US_mainland,16662
2025-01-01,Kauai,hotel,mid_market,Japan,4974
2025-01-01,Kauai,hotel,mid_market,Canada,2590
2025-01-01,Kauai,hotel,mid_market,Europe,2041
2025-01-01,Kauai,hotel,mid_market,Other,1055
2025-01-01,Kauai,hotel,budget,US_mainland,6367
2025-01-01,Kauai,hotel,budget,Japan,1734
2025-01-01,Kauai,hotel,budget,Canada,1009
2025-01-01,Kauai,hotel,budget,Europe,831
2025-01-01,Kauai,hotel,budget,Other,385
2025-01-01,Kauai,vacation_rental,luxury,US_mainland,3943
2025-01-01,Kauai,vacation_rental,luxury,Japan,1276
2025-01-01,Kauai,vacation_rental,luxury,Canada,714
2025-01-01,Kauai,vacation_rental,luxury,Europe,581
2025-01-01,Kauai,vacation_rental,luxury,Other,254
2025-01-01,Kauai,vacation_rental,mid_market,US_mainland,8654
2025-01-01,Kauai,vacation_rental,mid_market,Japan,2864
2025-01-01,Kauai,vacation_rental,mid_market,Canada,1414
2025-01-01,Kauai,vacation_rental,mid_market,Europe,1153
2025-01-01,Kauai,vacation_rental,mid_market,Other,638
2025-01-01,Kauai,vacation_rental,budget,US_mainland,3483
2025-01-01,Kauai,vacation_rental,budget,Japan,940
2025-01-01,Kauai,vacation_rental,budget,Canada,557
2025-01-01,Kauai,vacation_rental,budget,Europe,431
2025-01-01,Kauai,vacation_rental,budget,Other,219
2025-01-01,Kauai,timeshare,luxury,US_mainland,1942
2025-01-01,Kauai,timeshare,luxury,Japan,595
2025-01-01,Kauai,timeshare,luxury,Canada,355
2025-01-01,Kauai,timeshare,luxury,Europe,265
2025-01-01,Kauai,timeshare,luxury,Other,127
2025-01-01,Kauai,timeshare,mid_market,US_mainland,4501
2025-01-01,Kauai,timeshare,mid_market,Japan,1356
2025-01-01,Kauai,timeshare,mid_market,Canada,748
2025-01-01,Kauai,timeshare,mid_market,Europe,611
2025-01-01,Kauai,timeshare,mid_market,Other,299
2025-01-01,Kauai,timeshare,budget,US_mainland,1737
2025-01-01,Kauai,timeshare,budget,Japan,483
2025-01-01,Kauai,timeshare,budget,Canada,279
2025-01-01,Kauai,timeshare,budget,Europe,214
2025-01-01,Kauai,timeshare,budget,Other,104
2025-01-01,Hawaii,hotel,luxury,US_mainland,10205
2025-01-01,Hawaii,hotel,luxury,Japan,3122
2025-01-01,Hawaii,hotel,luxury,Canada,1728
2025-01-01,Hawaii,hotel,luxury,Europe,1301
2025-01-01,Hawaii,hotel,luxury,Other,660
2025-01-01,Hawaii,hotel,mid_market,US_mainland,22245
2025-01-01,Hawaii,hotel,mid_market,Japan,6264
2025-01-01,Hawaii,hotel,mid_market,Canada,3722
2025-01-01,Hawaii,hotel,mid_market,Europe,3004
2025-01-01,Hawaii,hotel,mid_market,Other,1519
2025-01-01,Hawaii,hotel,budget,US_mainland,7380
2025-01-01,Hawaii,hotel,budget,Japan,2563
2025-01-01,Hawaii,hotel,budget,Canada,1316
2025-01-01,Hawaii,hotel,budget,Europe,1039
2025-01-01,Hawaii,hotel,budget,Other,529
2025-01-01,Hawaii,vacation_rental,luxury,US_mainland,5763
2025-01-01,Hawaii,vacation_rental,luxury,Japan,1670
2025-01-01,Hawaii,vacation_rental,luxury,Canada,906
2025-01-01,Hawaii,vacation_rental,luxury,Europe,753
2025-01-01,Hawaii,vacation_rental,luxury,Other,352
2025-01-01,Hawaii,vacation_rental,mid_market,US_mainland,12632
2025-01-01,Hawaii,vacation_rental,mid_market,Japan,3585
2025-01-01,Hawaii,vacation_rental,mid_market,Canada,2024
2025-01-01,Hawaii,vacation_rental,mid_market,Europe,1479
2025-01-01,Hawaii,vacation_rental,mid_market,Other,826
2025-01-01,Hawaii,vacation_rental,budget,US_mainland,4429
2025-01-01,Hawaii,vacation_rental,budget,Japan,1266
2025-01-01,Hawaii,vacation_rental,budget,Canada,737
2025-01-01,Hawaii,vacation_rental,budget,Europe,534
2025-01-01,Hawaii,vacation_rental,budget,Other,310
2025-01-01,Hawaii,timeshare,luxury,US_mainland,2777
2025-01-01,Hawaii,timeshare,luxury,Japan,797
2025-01-01,Hawaii,timeshare,luxury,Canada,468
2025-01-01,Hawaii,timeshare,luxury,Europe,387
2025-01-01,Hawaii,timeshare,luxury,Other,178
2025-01-01,Hawaii,timeshare,mid_market,US_mainland,5475
2025-01-01,Hawaii,timeshare,mid_market,Japan,1713
2025-01-01,Hawaii,timeshare,mid_market,Canada,992
2025-01-01,Hawaii,timeshare,mid_market,Europe,794
2025-01-01,Hawaii,timeshare,mid_market,Other,401
2025-01-01,Hawaii,timeshare,budget,US_mainland,2186
2025-01-01,Hawaii,timeshare,budget,Japan,642
2025-01-01,Hawaii,timeshare,budget,Canada,354
2025-01-01,Hawaii,timeshare,budget,Europe,301
2025-01-01,Hawaii,timeshare,budget,Other,146
2025-02-01,Maui,hotel,luxury,US_mainland,15024
2025-02-01,Maui,hotel,luxury,Japan,4395
2025-02-01,Maui,hotel,luxury,Canada,2313
2025-02-01,Maui,hotel,luxury,Europe,1876
2025-02-01,Maui,hotel,luxury,Other,988
2025-02-01,Maui,hotel,mid_market,US_mainland,35493
2025-02-01,Maui,hotel,mid_market,Japan,9306
2025-02-01,Maui,hotel,mid_market,Canada,5897
2025-02-01,Maui,hotel,mid_market,Europe,4154
2025-02-01,Maui,hotel,mid_market,Other,2137
2025-02-01,Maui,hotel,budget,US_mainland,11933
2025-02-01,Maui,hotel,budget,Japan,3436
2025-02-01,Maui,hotel,budget,Canada,1998
2025-02-01,Maui,hotel,budget,Europe,1596
2025-02-01,Maui,hotel,budget,Other,793
2025-02-01,Maui,vacation_rental,luxury,US_mainland,8452
2025-02-01,Maui,vacation_rental,luxury,Japan,2387
2025-02-01,Maui,vacation_rental,luxury,Canada,1322
2025-02-01,Maui,vacation_rental,luxury,Europe,1147
2025-02-01,Maui,vacation_rental,luxury,Other,513
2025-02-01,Maui,vacation_rental,mid_market,US_mainland,19035
2025-02-01,Maui,vacation_rental,mid_market,Japan,5536
2025-02-01,Maui,vacation_rental,mid_market,Canada,3090
2025-02-01,Maui,vacation_rental,mid_market,Europe,2275
2025-02-01,Maui,vacation_rental,mid_market,Other,1295
2025-02-01,Maui,vacation_rental,budget,US_mainland,6287
2025-02-01,Maui,vacation_rental,budget,Japan,1864
2025-02-01,Maui,vacation_rental,budget,Canada,1033
2025-02-01,Maui,vacation_rental,budget,Europe,882
2025-02-01,Maui,vacation_rental,budget,Other,469
2025-02-01,Maui,timeshare,luxury,US_mainland,3921
2025-02-01,Maui,timeshare,luxury,Japan,1211
2025-02-01,Maui,timeshare,luxury,Canada,648
2025-02-01,Maui,timeshare,luxury,Europe,559
2025-02-01,Maui,timeshare,luxury,Other,270
2025-02-01,Maui,timeshare,mid_market,US_mainland,8335
2025-02-01,Maui,timeshare,mid_market,Japan,2754
2025-02-01,Maui,timeshare,mid_market,Canada,1430
2025-02-01,Maui,timeshare,mid_market,Europe,1220
2025-02-01,Maui,timeshare,mid_market,Other,590
2025-02-01,Maui,timeshare,budget,US_mainland,3385
2025-02-01,Maui,timeshare,budget,Japan,937
2025-02-01,Maui,timeshare,budget,Canada,568
2025-02-01,Maui,timeshare,budget,Europe,459
2025-02-01,Maui,timeshare,budget,Other,203
2025-02-01,Oahu,hotel,luxury,US_mainland,31528
2025-02-01,Oahu,hotel,luxury,Japan,10561
2025-02-01,Oahu,hotel,luxury,Canada,5331
2025-02-01,Oahu,hotel,luxury,Europe,4365
2025-02-01,Oahu,hotel,luxury,Other,2230
2025-02-01,Oahu,hotel,mid_market,US_mainland,72357
2025-02-01,Oahu,hotel,mid_market,Japan,23874
2025-02-01,Oahu,hotel,mid_market,Canada,12592
2025-02-01,Oahu,hotel,mid_market,Europe,10252
2025-02-01,Oahu,hotel,mid_market,Other,5092
2025-02-01,Oahu,hotel,budget,US_mainland,27979
2025-02-01,Oahu,hotel,budget,Japan,8362
2025-02-01,Oahu,hotel,budget,Canada,4470
2025-02-01,Oahu,hotel,budget,Europe,3868
2025-02-01,Oahu,hotel,budget,Other,1867
2025-02-01,Oahu,vacation_rental,luxury,US_mainland,19683
2025-02-01,Oahu,vacation_rental,luxury,Japan,5808
2025-02-01,Oahu,vacation_rental,luxury,Canada,3023
2025-02-01,Oahu,vacation_rental,luxury,Europe,2545
2025-02-01,Oahu,vacation_rental,luxury,Other,1166
2025-02-01,Oahu,vacation_rental,mid_market,US_mainland,38819
2025-02-01,Oahu,vacation_rental,mid_market,Japan,11614
2025-02-01,Oahu,vacation_rental,mid_market,Canada,6658
2025-02-01,Oahu,vacation_rental,mid_market,Europe,5219
2025-02-01,Oahu,vacation_rental,mid_market,Other,2834
2025-02-01,Oahu,vacation_rental,budget,US_mainland,15020
2025-02-01,Oahu,vacation_rental,budget,Japan,4439
2025-02-01,Oahu,vacation_rental,budget,Canada,2354
2025-02-01,Oahu,vacation_rental,budget,Europe,1962
2025-02-01,Oahu,vacation_rental,budget,Other,949
2025-02-01,Oahu,timeshare,luxury,US_mainland,9574
2025-02-01,Oahu,timeshare,luxury,Japan,2898
2025-02-01,Oahu,timeshare,luxury,Canada,1598
2025-02-01,Oahu,timeshare,luxury,Europe,1349
2025-02-01,Oahu,timeshare,luxury,Other,630
2025-02-01,Oahu,timeshare,mid_market,US_mainland,20583
2025-02-01,Oahu,timeshare,mid_market,Japan,5829
2025-02-01,Oahu,timeshare,mid_market,Canada,3334
2025-02-01,Oahu,timeshare,mid_market,Europe,2727
2025-02-01,Oahu,timeshare,mid_market,Other,1276
2025-02-01,Oahu,timeshare,budget,US_mainland,7328
2025-02-01,Oahu,timeshare,budget,Japan,2073
2025-02-01,Oahu,timeshare,budget,Canada,1177
2025-02-01,Oahu,timeshare,budget,Europe,1050
2025-02-01,Oahu,timeshare,budget,Other,537
2025-02-01,Kauai,hotel,luxury,US_mainland,7431
2025-02-01,Kauai,hotel,luxury,Japan,2226
2025-02-01,Kauai,hotel,luxury,Canada,1274
2025-02-01,Kauai,hotel,luxury,Europe,977
2025-02-01,Kauai,hotel,luxury,Other,522
2025-02-01,Kauai,hotel,mid_market,US_mainland,16305
2025-02-01,Kauai,hotel,mid_market,Japan,4573
2025-02-01,Kauai,hotel,mid_market,Canada,2518
2025-02-01,Kauai,hotel,mid_market,Europe,2269
2025-02-01,Kauai,hotel,mid_market,Other,1053
2025-02-01,Kauai,hotel,budget,US_mainland,5726
2025-02-01,Kauai,hotel,budget,Japan,1793
2025-02-01,Kauai,hotel,budget,Canada,937
2025-02-01,Kauai,hotel,budget,Europe,787
2025-02-01,Kauai,hotel,budget,Other,411
2025-02-01,Kauai,vacation_rental,luxury,US_mainland,4222
2025-02-01,Kauai,vacation_rental,luxury,Japan,1225
2025-02-01,Kauai,vacation_rental,luxury,Canada,633
2025-02-01,Kauai,vacation_rental,luxury,Europe,507
2025-02-01,Kauai,vacation_rental,luxury,Other,282
2025-02-01,Kauai,vacation_rental,mid_market,US_mainland,9371
2025-02-01,Kauai,vacation_rental,mid_market,Japan,2616
2025-02-01,Kauai,vacation_rental,mid_market,Canada,1562
2025-02-01,Kauai,vacation_rental,mid_market,Europe,1101
2025-02-01,Kauai,vacation_rental,mid_market,Other,615
2025-02-01,Kauai,vacation_rental,budget,US_mainland,3264
2025-02-01,Kauai,vacation_rental,budget,Japan,1048
2025-02-01,Kauai,vacation_rental,budget,Canada,506
2025-02-01,Kauai,vacation_rental,budget,Europe,455
2025-02-01,Kauai,vacation_rental,budget,Other,225
2025-02-01,Kauai,timeshare,luxury,US_mainland,1959
2025-02-01,Kauai,timeshare,luxury,Japan,656
2025-02-01,Kauai,timeshare,luxury,Canada,335
2025-02-01,Kauai,timeshare,luxury,Europe,263
2025-02-01,Kauai,timeshare,luxury,Other,142
2025-02-01,Kauai,timeshare,mid_market,US_mainland,4412
2025-02-01,Kauai,timeshare,mid_market,Japan,1442
2025-02-01,Kauai,timeshare,mid_market,Canada,775
2025-02-01,Kauai,timeshare,mid_market,Europe,569
2025-02-01,Kauai,timeshare,mid_market,Other,312
2025-02-01,Kauai,timeshare,budget,US_mainland,1643
2025-02-01,Kauai,timeshare,budget,Japan,474
2025-02-01,Kauai,timeshare,budget,Canada,279
2025-02-01,Kauai,timeshare,budget,Europe,221
2025-02-01,Kauai,timeshare,budget,Other,102
2025-02-01,Hawaii,hotel,luxury,US_mainland,9329
2025-02-01,Hawaii,hotel,luxury,Japan,2831
2025-02-01,Hawaii,hotel,luxury,Canada,1573
2025-02-01,Hawaii,hotel,luxury,Europe,1227
2025-02-01,Hawaii,hotel,luxury,Other,644
2025-02-01,Hawaii,hotel,mid_market,US_mainland,21017
2025-02-01,Hawaii,hotel,mid_market,Japan,6575
2025-02-01,Hawaii,hotel,mid_market,Canada,3528
2025-02-01,Hawaii,hotel,mid_market,Europe,2999
2025-02-01,Hawaii,hotel,mid_market,Other,1403
2025-02-01,Hawaii,hotel,budget,US_mainland,7625
2025-02-01,Hawaii,hotel,budget,Japan,2512
2025-02-01,Hawaii,hotel,budget,Canada,1423
2025-02-01,Hawaii,hotel,budget,Europe,1086
2025-02-01,Hawaii,hotel,budget,Other,494
2025-02-01,Hawaii,vacation_rental,luxury,US_mainland,5800
2025-02-01,Hawaii,vacation_rental,luxury,Japan,1694
2025-02-01,Hawaii,vacation_rental,luxury,Canada,960
2025-02-01,Hawaii,vacation_rental,luxury,Europe,777
2025-02-01,Hawaii,vacation_rental,luxury,Other,381
2025-02-01,Hawaii,vacation_rental,mid_market,US_mainland,11171
2025-02-01,Hawaii,vacation_rental,mid_market,Japan,3773
2025-02-01,Hawaii,vacation_rental,mid_market,Canada,1901
2025-02-01,Hawaii,vacation_rental,mid_market,Europe,1638
2025-02-01,Hawaii,vacation_rental,mid_market,Other,834
2025-02-01,Hawaii,vacation_rental,budget,US_mainland,4501
2025-02-01,Hawaii,vacation_rental,budget,Japan,1333
2025-02-01,Hawaii,vacation_rental,budget,Canada,719
2025-02-01,Hawaii,vacation_rental,budget,Europe,583
2025-02-01,Hawaii,vacation_rental,budget,Other,277
2025-02-01,Hawaii,timeshare,luxury,US_mainland,2663
2025-02-01,Hawaii,timeshare,luxury,Japan,804
2025-02-01,Hawaii,timeshare,luxury,Canada,460
2025-02-01,Hawaii,timeshare,luxury,Europe,382
2025-02-01,Hawaii,timeshare,luxury,Other,168
2025-02-01,Hawaii,timeshare,mid_market,US_mainland,5955
2025-02-01,Hawaii,timeshare,mid_market,Japan,1719
2025-02-01,Hawaii,timeshare,mid_market,Canada,1059
2025-02-01,Hawaii,timeshare,mid_market,Europe,775
2025-02-01,Hawaii,timeshare,mid_market,Other,425
2025-02-01,Hawaii,timeshare,budget,US_mainland,2100
2025-02-01,Hawaii,timeshare,budget,Japan,596
2025-02-01,Hawaii,timeshare,budget,Canada,376
2025-02-01,Hawaii,timeshare,budget,Europe,299
2025-02-01,Hawaii,timeshare,budget,Other,149
2025-03-01,Maui,hotel,luxury,US_mainland,15009
2025-03-01,Maui,hotel,luxury,Japan,4652
2025-03-01,Maui,hotel,luxury,Canada,2461
2025-03-01,Maui,hotel,luxury,Europe,1874
2025-03-01,Maui,hotel,luxury,Other,1013
2025-03-01,Maui,hotel,mid_market,US_mainland,31741
2025-03-01,Maui,hotel,mid_market,Japan,9860
2025-03-01,Maui,hotel,mid_market,Canada,5285
2025-03-01,Maui,hotel,mid_market,Europe,4268
2025-03-01,Maui,hotel,mid_market,Other,2333
2025-03-01,Maui,hotel,budget,US_mainland,11774
2025-03-01,Maui,hotel,budget,Japan,3672
2025-03-01,Maui,hotel,budget,Canada,2036
2025-03-01,Maui,hotel,budget,Europe,1608
2025-03-01,Maui,hotel,budget,Other,786
2025-03-01,Maui,vacation_rental,luxury,US_mainland,8482
2025-03-01,Maui,vacation_rental,luxury,Japan,2294
2025-03-01,Maui,vacation_rental,luxury,Canada,1286
2025-03-01,Maui,vacation_rental,luxury,Europe,1149
2025-03-01,Maui,vacation_rental,luxury,Other,546
2025-03-01,Maui,vacation_rental,mid_market,US_mainland,17042
2025-03-01,Maui,vacation_rental,mid_market,Japan,5751
2025-03-01,Maui,vacation_rental,mid_market,Canada,2994
2025-03-01,Maui,vacation_rental,mid_market,Europe,2224
2025-03-01,Maui,vacation_rental,mid_market,Other,1297
2025-03-01,Maui,vacation_rental,budget,US_mainland,6279
2025-03-01,Maui,vacation_rental,budget,Japan,2038
2025-03-01,Maui,vacation_rental,budget,Canada,1034
2025-03-01,Maui,vacation_rental,budget,Europe,900
2025-03-01,Maui,vacation_rental,budget,Other,416
2025-03-01,Maui,timeshare,luxury,US_mainland,4406
2025-03-01,Maui,timeshare,luxury,Japan,1192
2025-03-01,Maui,timeshare,luxury,Canada,704
2025-03-01,Maui,timeshare,luxury,Europe,528
2025-03-01,Maui,timeshare,luxury,Other,269
2025-03-01,Maui,timeshare,mid_market,US_mainland,9652
2025-03-01,Maui,timeshare,mid_market,Japan,2574
2025-03-01,Maui,timeshare,mid_market,Canada,1486
2025-03-01,Maui,timeshare,mid_market,Europe,1171
2025-03-01,Maui,timeshare,mid_market,Other,624
2025-03-01,Maui,timeshare,budget,US_mainland,3156
2025-03-01,Maui,timeshare,budget,Japan,1014
2025-03-01,Maui,timeshare,budget,Canada,567
2025-03-01,Maui,timeshare,budget,Europe,404
2025-03-01,Maui,timeshare,budget,Other,219
2025-03-01,Oahu,hotel,luxury,US_mainland,31240
2025-03-01,Oahu,hotel,luxury,Japan,9330
2025-03-01,Oahu,hotel,luxury,Canada,5691
2025-03-01,Oahu,hotel,luxury,Europe,4078
2025-03-01,Oahu,hotel,luxury,Other,2282
2025-03-01,Oahu,hotel,mid_market,US_mainland,78503
2025-03-01,Oahu,hotel,mid_market,Japan,24164
2025-03-01,Oahu,hotel,mid_market,Canada,12297
2025-03-01,Oahu,hotel,mid_market,Europe,9375
2025-03-01,Oahu,hotel,mid_market,Other,4639
2025-03-01,Oahu,hotel,budget,US_mainland,26861
2025-03-01,Oahu,hotel,budget,Japan,8515
2025-03-01,Oahu,hotel,budget,Canada,4272
2025-03-01,Oahu,hotel,budget,Europe,3541
2025-03-01,Oahu,hotel,budget,Other,1936
2025-03-01,Oahu,vacation_rental,luxury,US_mainland,17580
2025-03-01,Oahu,vacation_rental,luxury,Japan,5844
2025-03-01,Oahu,vacation_rental,luxury,Canada,3237
2025-03-01,Oahu,vacation_rental,luxury,Europe,2342
2025-03-01,Oahu,vacation_rental,luxury,Other,1342
2025-03-01,Oahu,vacation_rental,mid_market,US_mainland,38714
2025-03-01,Oahu,vacation_rental,mid_market,Japan,12378
2025-03-01,Oahu,vacation_rental,mid_market,Canada,6305
2025-03-01,Oahu,vacation_rental,mid_market,Europe,5606
2025-03-01,Oahu,vacation_rental,mid_market,Other,2711
2025-03-01,Oahu,vacation_rental,budget,US_mainland,15462
2025-03-01,Oahu,vacation_rental,budget,Japan,4571
2025-03-01,Oahu,vacation_rental,budget,Canada,2350
2025-03-01,Oahu,vacation_rental,budget,Europe,1963
2025-03-01,Oahu,vacation_rental,budget,Other,1025
2025-03-01,Oahu,timeshare,luxury,US_mainland,9869
2025-03-01,Oahu,timeshare,luxury,Japan,2614
2025-03-01,Oahu,timeshare,luxury,Canada,1456
2025-03-01,Oahu,timeshare,luxury,Europe,1295
2025-03-01,Oahu,timeshare,luxury,Other,631
2025-03-01,Oahu,timeshare,mid_market,US_mainland,20149
2025-03-01,Oahu,timeshare,mid_market,Japan,6616
2025-03-01,Oahu,timeshare,mid_market,Canada,3320
2025-03-01,Oahu,timeshare,mid_market,Europe,2580
2025-03-01,Oahu,timeshare,mid_market,Other,1320
2025-03-01,Oahu,timeshare,budget,US_mainland,6969
2025-03-01,Oahu,timeshare,budget,Japan,2259
2025-03-01,Oahu,timeshare,budget,Canada,1264
2025-03-01,Oahu,timeshare,budget,Europe,1013
2025-03-01,Oahu,timeshare,budget,Other,520
2025-03-01,Kauai,hotel,luxury,US_mainland,7651
2025-03-01,Kauai,hotel,luxury,Japan,2351
2025-03-01,Kauai,hotel,luxury,Canada,1269
2025-03-01,Kauai,hotel,luxury,Europe,959
2025-03-01,Kauai,hotel,luxury,Other,496
2025-03-01,Kauai,hotel,mid_market,US_mainland,16360
2025-03-01,Kauai,hotel,mid_market,Japan,5095
2025-03-01,Kauai,hotel,mid_market,Canada,2633
2025-03-01,Kauai,hotel,mid_market,Europe,2023
2025-03-01,Kauai,hotel,mid_market,Other,1158
2025-03-01,Kauai,hotel,budget,US_mainland,6372
2025-03-01,Kauai,hotel,budget,Japan,1781
2025-03-01,Kauai,hotel,budget,Canada,929
2025-03-01,Kauai,hotel,budget,Europe,792
2025-03-01,Kauai,hotel,budget,Other,402
2025-03-01,Kauai,vacation_rental,luxury,US_mainland,4068
2025-03-01,Kauai,vacation_rental,luxury,Japan,1308
2025-03-01,Kauai,vacation_rental,luxury,Canada,728
2025-03-01,Kauai,vacation_rental,luxury,Europe,577
2025-03-01,Kauai,vacation_rental,luxury,Other,254
2025-03-01,Kauai,vacation_rental,mid_market,US_mainland,9424
2025-03-01,Kauai,vacation_rental,mid_market,Japan,2702
2025-03-01,Kauai,vacation_rental,mid_market,Canada,1453
2025-03-01,Kauai,vacation_rental,mid_market,Europe,1223
2025-03-01,Kauai,vacation_rental,mid_market,Other,619
2025-03-01,Kauai,vacation_rental,budget,US_mainland,3476
2025-03-01,Kauai,vacation_rental,budget,Japan,1014
2025-03-01,Kauai,vacation_rental,budget,Canada,498
2025-03-01,Kauai,vacation_rental,budget,Europe,402
2025-03-01,Kauai,vacation_rental,budget,Other,208
2025-03-01,Kauai,timeshare,luxury,US_mainland,1876
2025-03-01,Kauai,timeshare,luxury,Japan,565
2025-03-01,Kauai,timeshare,luxury,Canada,353
2025-03-01,Kauai,timeshare,luxury,Europe,270
2025-03-01,Kauai,timeshare,luxury,Other,138
2025-03-01,Kauai,timeshare,mid_market,US_mainland,4456
2025-03-01,Kauai,timeshare,mid_market,Japan,1318
2025-03-01,Kauai,timeshare,mid_market,Canada,766
2025-03-01,Kauai,timeshare,mid_market,Europe,554
2025-03-01,Kauai,timeshare,mid_market,Other,299
2025-03-01,Kauai,timeshare,budget,US_mainland,1650
2025-03-01,Kauai,timeshare,budget,Japan,469
2025-03-01,Kauai,timeshare,budget,Canada,262
2025-03-01,Kauai,timeshare,budget,Europe,216
2025-03-01,Kauai,timeshare,budget,Other,103
2025-03-01,Hawaii,hotel,luxury,US_mainland,10388
2025-03-01,Hawaii,hotel,luxury,Japan,2987
2025-03-01,Hawaii,hotel,luxury,Canada,1621
2025-03-01,Hawaii,hotel,luxury,Europe,1348
2025-03-01,Hawaii,hotel,luxury,Other,695
2025-03-01,Hawaii,hotel,mid_market,US_mainland,22411
2025-03-01,Hawaii,hotel,mid_market,Japan,6080
2025-03-01,Hawaii,hotel,mid_market,Canada,3745
2025-03-01,Hawaii,hotel,mid_market,Europe,3011
2025-03-01,Hawaii,hotel,mid_market,Other,1532
2025-03-01,Hawaii,hotel,budget,US_mainland,7360
2025-03-01,Hawaii,hotel,budget,Japan,2219
2025-03-01,Hawaii,hotel,budget,Canada,1306
2025-03-01,Hawaii,hotel,budget,Europe,1048
2025-03-01,Hawaii,hotel,budget,Other,537
2025-03-01,Hawaii,vacation_rental,luxury,US_mainland,5235
2025-03-01,Hawaii,vacation_rental,luxury,Japan,1683
2025-03-01,Hawaii,vacation_rental,luxury,Canada,935
2025-03-01,Hawaii,vacation_rental,luxury,Europe,676
2025-03-01,Hawaii,vacation_rental,luxury,Other,372
2025-03-01,Hawaii,vacation_rental,mid_market,US_mainland,12263
2025-03-01,Hawaii,vacation_rental,mid_market,Japan,3372
2025-03-01,Hawaii,vacation_rental,mid_market,Canada,2124
2025-03-01,Hawaii,vacation_rental,mid_market,Europe,1590
2025-03-01,Hawaii,vacation_rental,mid_market,Other,828
2025-03-01,Hawaii,vacation_rental,budget,US_mainland,4473
2025-03-01,Hawaii,vacation_rental,budget,Japan,1227
2025-03-01,Hawaii,vacation_rental,budget,Canada,677
2025-03-01,Hawaii,vacation_rental,budget,Europe,602
2025-03-01,Hawaii,vacation_rental,budget,Other,277
2025-03-01,Hawaii,timeshare,luxury,US_mainland,2867
2025-03-01,Hawaii,timeshare,luxury,Japan,845
2025-03-01,Hawaii,timeshare,luxury,Canada,416
2025-03-01,Hawaii,timeshare,luxury,Europe,378
2025-03-01,Hawaii,timeshare,luxury,Other,173
2025-03-01,Hawaii,timeshare,mid_market,US_mainland,5526
2025-03-01,Hawaii,timeshare,mid_market,Japan,1843
2025-03-01,Hawaii,timeshare,mid_market,Canada,1002
2025-03-01,Hawaii,timeshare,mid_market,Europe,738
2025-03-01,Hawaii,timeshare,mid_market,Other,393
2025-03-01,Hawaii,timeshare,budget,US_mainland,2112
2025-03-01,Hawaii,timeshare,budget,Japan,648
2025-03-01,Hawaii,timeshare,budget,Canada,364
2025-03-01,Hawaii,timeshare,budget,Europe,282
2025-03-01,Hawaii,timeshare,budget,Other,138
2025-04-01,Maui,hotel,luxury,US_mainland,14060
2025-04-01,Maui,hotel,luxury,Japan,4558
2025-04-01,Maui,hotel,luxury,Canada,2592
2025-04-01,Maui,hotel,luxury,Europe,1915
2025-04-01,Maui,hotel,luxury,Other,1002
2025-04-01,Maui,hotel,mid_market,US_mainland,30621
2025-04-01,Maui,hotel,mid_market,Japan,10485
2025-04-01,Maui,hotel,mid_market,Canada,5280
2025-04-01,Maui,hotel,mid_market,Europe,4384
2025-04-01,Maui,hotel,mid_market,Other,2161
2025-04-01,Maui,hotel,budget,US_mainland,11339
2025-04-01,Maui,hotel,budget,Japan,3852
2025-04-01,Maui,hotel,budget,Canada,2116
2025-04-01,Maui,hotel,budget,Europe,1615
2025-04-01,Maui,hotel,budget,Other,854
2025-04-01,Maui,vacation_rental,luxury,US_mainland,8505
2025-04-01,Maui,vacation_rental,luxury,Japan,2425
2025-04-01,Maui,vacation_rental,luxury,Canada,1326
2025-04-01,Maui,vacation_rental,luxury,Europe,1077
2025-04-01,Maui,vacation_rental,luxury,Other,565
2025-04-01,Maui,vacation_rental,mid_market,US_mainland,17358
2025-04-01,Maui,vacation_rental,mid_market,Japan,5040
