customer_id,signup_quarter,churn_quarter,plan_tier,industry,arr_usd,tenure_months
C02024,2025Q2,active,Pro,Manufacturing,8400,15
C02025,2025Q1,2025Q3,Starter,Manufacturing,1200,6
C02026,2025Q2,active,Starter,Finance,1200,15
C02027,2025Q3,active,Starter,Manufacturing,1200,12
C02028,2025Q1,active,Pro,Finance,8400,18
C02029,2025Q3,active,Starter,Manufacturing,1200,12
C02030,2025Q1,active,Pro,Healthcare,8400,18
C02031,2025Q2,2026Q2,Starter,SaaS,1200,12
C02032,2025Q2,active,Pro,Healthcare,8400,15
C02033,2025Q2,active,Pro,Healthcare,8400,15
C02034,2025Q1,active,Starter,Manufacturing,1200,18
C02035,2025Q3,active,Pro,Healthcare,8400,12
C02036,2025Q1,2025Q2,Starter,Finance,1200,3
C02037,2025Q3,active,Starter,Healthcare,1200,12
C02038,2025Q2,active,Enterprise,SaaS,48000,15
C02039,2025Q1,active,Starter,SaaS,1200,18
C02040,2025Q1,active,Starter,Finance,1200,18
C02041,2025Q3,active,Starter,Retail,1200,12
C02042,2025Q2,active,Enterprise,Healthcare,48000,15
C02043,2025Q1,active,Starter,Finance,1200,18
C02044,2025Q1,active,Starter,Retail,1200,18
C02045,2025Q3,2025Q4,Enterprise,Manufacturing,48000,3
C02046,2025Q3,active,Pro,Finance,8400,12
C02047,2025Q3,active,Starter,Retail,1200,12
C02048,2025Q1,active,Starter,Manufacturing,1200,18
C02049,2025Q3,2026Q2,Pro,SaaS,8400,9
C02050,2025Q1,active,Starter,Finance,1200,18
C02051,2025Q1,active,Starter,Retail,1200,18
C02052,2025Q3,active,Pro,SaaS,8400,12
C02053,2025Q3,2026Q2,Starter,SaaS,1200,9
C02054,2025Q2,active,Pro,SaaS,8400,15
C02055,2025Q2,active,Enterprise,SaaS,48000,15
C02056,2025Q2,active,Starter,Manufacturing,1200,15
C02057,2025Q3,active,Pro,SaaS,8400,12
C02058,2025Q1,active,Pro,Finance,8400,18
C02059,2025Q2,active,Pro,SaaS,8400,15
C02060,2025Q1,active,Pro,Healthcare,8400,18
C02061,2025Q3,active,Starter,Retail,1200,12
C02062,2025Q3,active,Starter,Finance,1200,12
C02063,2025Q1,active,Starter,Manufacturing,1200,18
C02064,2025Q1,active,Pro,Healthcare,8400,18
C02065,2025Q3,active,Enterprise,SaaS,48000,12
C02066,2025Q1,active,Pro,Manufacturing,8400,18
C02067,2025Q1,active,Pro,Manufacturing,8400,18
C02068,2025Q2,active,Pro,Finance,8400,15
C02069,2025Q1,active,Starter,Finance,1200,18
C02070,2025Q1,active,Pro,Finance,8400,18
C02071,2025Q2,active,Enterprise,Healthcare,48000,15
C02072,2025Q2,active,Pro,SaaS,8400,15
C02073,2025Q3,active,Starter,Healthcare,1200,12
C02074,2025Q3,active,Pro,SaaS,8400,12
C02075,2025Q3,2026Q2,Pro,Retail,8400,9
C02076,2025Q1,2025Q2,Starter,Healthcare,1200,3
C02077,2025Q2,active,Starter,Retail,1200,15
C02078,2025Q1,active,Pro,Healthcare,8400,18
C02079,2025Q2,active,Starter,Retail,1200,15
C02080,2025Q1,active,Starter,Finance,1200,18
C02081,2025Q2,active,Starter,Retail,1200,15
C02082,2025Q2,active,Enterprise,Manufacturing,48000,15
C02083,2025Q2,active,Starter,SaaS,1200,15
C02084,2025Q2,active,Starter,Manufacturing,1200,15
C02085,2025Q1,active,Starter,Finance,1200,18
C02086,2025Q3,active,Starter,Finance,1200,12
C02087,2025Q2,2025Q3,Starter,Finance,1200,3
C02088,2025Q3,active,Starter,Retail,1200,12
C02089,2025Q1,active,Starter,SaaS,1200,18
C02090,2025Q3,active,Starter,Healthcare,1200,12
C02091,2025Q3,active,Enterprise,Manufacturing,48000,12
C02092,2025Q2,active,Starter,Retail,1200,15
C02093,2025Q1,active,Starter,Healthcare,1200,18
C02094,2025Q1,active,Enterprise,Retail,48000,18
C02095,2025Q2,active,Pro,Retail,8400,15
C02096,2025Q2,active,Pro,SaaS,8400,15
C02097,2025Q2,active,Starter,Retail,1200,15
C02098,2025Q1,2025Q3,Starter,Finance,1200,6
C02099,2025Q3,active,Starter,Retail,1200,12
C02100,2025Q2,active,Pro,Manufacturing,8400,15
C02101,2025Q1,active,Starter,Healthcare,1200,18
C02102,2025Q3,active,Starter,Retail,1200,12
C02103,2025Q1,active,Pro,Finance,8400,18
C02104,2025Q1,active,Pro,Retail,8400,18
C02105,2025Q3,active,Starter,Finance,1200,12
C02106,2025Q3,active,Pro,Healthcare,8400,12
C02107,2025Q3,active,Starter,Retail,1200,12
C02108,2025Q3,active,Enterprise,Healthcare,48000,12
C02109,2025Q2,active,Pro,Finance,8400,15
C02110,2025Q3,active,Pro,Manufacturing,8400,12
C02111,2025Q2,2026Q2,Pro,Finance,8400,12
C02112,2025Q3,active,Pro,Healthcare,8400,12
C02113,2025Q2,2025Q4,Pro,Healthcare,8400,6
C02114,2025Q3,active,Starter,Manufacturing,1200,12
C02115,2025Q2,active,Starter,Retail,1200,15
C02116,2025Q3,active,Enterprise,Retail,48000,12
C02117,2025Q1,active,Pro,SaaS,8400,18
C02118,2025Q2,2025Q4,Starter,SaaS,1200,6
C02119,2025Q1,active,Pro,Healthcare,8400,18
C02120,2025Q2,active,Pro,Manufacturing,8400,15
C02121,2025Q3,active,Starter,Retail,1200,12
C02122,2025Q2,active,Enterprise,Retail,48000,15
C02123,2025Q3,2025Q4,Pro,Manufacturing,8400,3
C02124,2025Q2,2026Q2,Starter,Retail,1200,12
C02125,2025Q3,active,Starter,Manufacturing,1200,12
C02126,2025Q3,active,Starter,Finance,1200,12
C02127,2025Q1,active,Starter,Finance,1200,18
C02128,2025Q1,active,Starter,Healthcare,1200,18
C02129,2025Q3,2025Q4,Starter,Finance,1200,3
C02130,2025Q2,2025Q3,Starter,Manufacturing,1200,3
C02131,2025Q2,active,Enterprise,Manufacturing,48000,15
C02132,2025Q3,active,Starter,Healthcare,1200,12
C02133,2025Q2,active,Starter,Finance,1200,15
C02134,2025Q2,active,Starter,Retail,1200,15
C02135,2025Q2,active,Starter,SaaS,1200,15
C02136,2025Q3,active,Starter,Healthcare,1200,12
C02137,2025Q3,active,Enterprise,Retail,48000,12
C02138,2025Q3,active,Starter,Finance,1200,12
C02139,2025Q3,active,Starter,Healthcare,1200,12
C02140,2025Q1,2025Q4,Pro,Manufacturing,8400,9
C02141,2025Q3,active,Pro,Finance,8400,12
C02142,2025Q1,active,Pro,Retail,8400,18
C02143,2025Q1,active,Enterprise,SaaS,48000,18
C02144,2025Q3,active,Starter,SaaS,1200,12
C02145,2025Q1,active,Pro,Retail,8400,18
C02146,2025Q3,active,Pro,Finance,8400,12
C02147,2025Q3,active,Starter,Retail,1200,12
C02148,2025Q1,active,Starter,Healthcare,1200,18
C02149,2025Q2,2026Q2,Pro,Retail,8400,12
C02150,2025Q2,active,Pro,Manufacturing,8400,15
C02151,2025Q3,active,Starter,Manufacturing,1200,12
C02152,2025Q1,active,Enterprise,Healthcare,48000,18
C02153,2025Q1,active,Starter,Finance,1200,18
C02154,2025Q1,active,Pro,SaaS,8400,18
C02155,2025Q3,active,Enterprise,SaaS,48000,12
C02156,2025Q1,active,Starter,SaaS,1200,18
C02157,2025Q1,active,Pro,Finance,8400,18
C02158,2025Q3,active,Starter,Finance,1200,12
C02159,2025Q2,2026Q2,Pro,Retail,8400,12
C02160,2025Q1,active,Starter,Finance,1200,18
C02161,2025Q2,active,Starter,Healthcare,1200,15
C02162,2025Q1,active,Pro,Finance,8400,18
C02163,2025Q3,active,Enterprise,Retail,48000,12
C02164,2025Q3,active,Starter,Manufacturing,1200,12
C02165,2025Q2,active,Starter,Finance,1200,15
C02166,2025Q1,active,Starter,Healthcare,1200,18
C02167,2025Q3,active,Starter,Manufacturing,1200,12
C02168,2025Q3,active,Starter,Retail,1200,12
C02169,2025Q3,active,Enterprise,Healthcare,48000,12
C02170,2025Q1,2026Q2,Starter,Finance,1200,15
C02171,2025Q2,2026Q1,Starter,Healthcare,1200,9
C02172,2025Q2,2025Q3,Pro,Manufacturing,8400,3
C02173,2025Q3,active,Starter,Retail,1200,12
C02174,2025Q3,active,Starter,Finance,1200,12
C02175,2025Q3,active,Pro,Retail,8400,12
C02176,2025Q3,active,Pro,Healthcare,8400,12
C02177,2025Q2,active,Pro,Finance,8400,15
C02178,2025Q2,active,Starter,Manufacturing,1200,15
C02179,2025Q3,active,Enterprise,Healthcare,48000,12
C02180,2025Q2,active,Starter,Finance,1200,15
C02181,2025Q3,active,Pro,SaaS,8400,12
C02182,2025Q1,2025Q4,Pro,SaaS,8400,9
C02183,2025Q1,active,Pro,Retail,8400,18
C02184,2025Q1,active,Starter,Finance,1200,18
C02185,2025Q1,active,Starter,Healthcare,1200,18
C02186,2025Q2,active,Starter,Healthcare,1200,15
C02187,2025Q3,active,Starter,SaaS,1200,12
C02188,2025Q2,active,Pro,Retail,8400,15
C02189,2025Q3,active,Starter,Retail,1200,12
C02190,2025Q2,active,Starter,Retail,1200,15
C02191,2025Q2,active,Enterprise,Retail,48000,15
C02192,2025Q2,2025Q3,Pro,Healthcare,8400,3
C02193,2025Q1,active,Enterprise,Finance,48000,18
C02194,2025Q1,active,Pro,Retail,8400,18
C02195,2025Q1,active,Pro,Healthcare,8400,18
C02196,2025Q1,2025Q2,Starter,Retail,1200,3
C02197,2025Q3,active,Starter,Healthcare,1200,12
C02198,2025Q2,2025Q3,Starter,Retail,1200,3
C02199,2025Q2,2025Q3,Starter,SaaS,1200,3
C02200,2025Q3,2026Q2,Starter,Manufacturing,1200,9
C02201,2025Q2,active,Enterprise,Retail,48000,15
C02202,2025Q2,active,Enterprise,Manufacturing,48000,15
C02203,2025Q1,active,Starter,Finance,1200,18
C02204,2025Q1,active,Starter,Manufacturing,1200,18
C02205,2025Q2,active,Pro,Healthcare,8400,15
C02206,2025Q3,active,Pro,Finance,8400,12
C02207,2025Q1,active,Pro,Finance,8400,18
C02208,2025Q3,active,Pro,Healthcare,8400,12
C02209,2025Q1,active,Starter,Retail,1200,18
C02210,2025Q2,active,Pro,Manufacturing,8400,15
C02211,2025Q3,active,Starter,Finance,1200,12
C02212,2025Q2,active,Enterprise,Finance,48000,15
C02213,2025Q3,active,Pro,Finance,8400,12
C02214,2025Q1,active,Starter,Manufacturing,1200,18
C02215,2025Q2,active,Starter,Finance,1200,15
C02216,2025Q2,active,Enterprise,SaaS,48000,15
C02217,2025Q1,active,Pro,Retail,8400,18
C02218,2025Q2,active,Pro,Manufacturing,8400,15
C02219,2025Q3,active,Starter,SaaS,1200,12
C02220,2025Q3,active,Pro,SaaS,8400,12
C02221,2025Q2,active,Starter,Healthcare,1200,15
C02222,2025Q1,active,Starter,Finance,1200,18
C02223,2025Q1,active,Pro,Retail,8400,18
C02224,2025Q2,active,Enterprise,SaaS,48000,15
C02225,2025Q1,active,Pro,Retail,8400,18
C02226,2025Q1,2026Q1,Enterprise,SaaS,48000,12
C02227,2025Q3,active,Starter,Finance,1200,12
C02228,2025Q1,active,Pro,Finance,8400,18
C02229,2025Q1,active,Pro,Finance,8400,18
C02230,2025Q2,active,Enterprise,Healthcare,48000,15
C02231,2025Q1,active,Pro,Finance,8400,18
C02232,2025Q3,active,Pro,Finance,8400,12
C02233,2025Q2,active,Starter,Finance,1200,15
C02234,2025Q2,active,Starter,Manufacturing,1200,15
C02235,2025Q2,2026Q2,Pro,Manufacturing,8400,12
C02236,2025Q3,active,Starter,Retail,1200,12
C02237,2025Q2,2026Q1,Pro,Manufacturing,8400,9
C02238,2025Q2,active,Pro,Healthcare,8400,15
C02239,2025Q3,active,Pro,Healthcare,8400,12
C02240,2025Q1,2025Q4,Pro,Finance,8400,9
C02241,2025Q2,active,Starter,Finance,1200,15
C02242,2025Q2,active,Starter,Retail,1200,15
C02243,2025Q3,active,Starter,Manufacturing,1200,12
C02244,2025Q1,active,Pro,Healthcare,8400,18
C02245,2025Q3,active,Pro,Retail,8400,12
C02246,2025Q1,active,Pro,Healthcare,8400,18
C02247,2025Q2,2025Q3,Pro,SaaS,8400,3
C02248,2025Q3,active,Starter,Finance,1200,12
C02249,2025Q3,active,Pro,Healthcare,8400,12
C02250,2025Q2,active,Pro,Healthcare,8400,15
C02251,2025Q3,active,Starter,Finance,1200,12
C02252,2025Q1,active,Starter,Retail,1200,18
C02253,2025Q1,active,Enterprise,SaaS,48000,18
C02254,2025Q2,active,Enterprise,Healthcare,48000,15
C02255,2025Q2,active,Pro,Manufacturing,8400,15
C02256,2025Q2,active,Pro,Finance,8400,15
C02257,2025Q3,active,Pro,Retail,8400,12
C02258,2025Q3,active,Starter,Manufacturing,1200,12
C02259,2025Q3,active,Pro,Healthcare,8400,12
C02260,2025Q1,active,Pro,Manufacturing,8400,18
C02261,2025Q1,2025Q4,Starter,SaaS,1200,9
C02262,2025Q1,active,Starter,SaaS,1200,18
C02263,2025Q2,active,Pro,Manufacturing,8400,15
C02264,2025Q3,active,Pro,Finance,8400,12
C02265,2025Q2,active,Pro,Manufacturing,8400,15
C02266,2025Q1,active,Starter,Manufacturing,1200,18
C02267,2025Q3,active,Pro,SaaS,8400,12
C02268,2025Q1,active,Enterprise,SaaS,48000,18
C02269,2025Q2,active,Pro,Healthcare,8400,15
C02270,2025Q3,active,Starter,SaaS,1200,12
C02271,2025Q1,active,Starter,SaaS,1200,18
C02272,2025Q1,2025Q3,Starter,Manufacturing,1200,6
C02273,2025Q1,2025Q4,Starter,SaaS,1200,9
C02274,2025Q3,active,Starter,Retail,1200,12
C02275,2025Q2,active,Starter,Manufacturing,1200,15
C02276,2025Q2,active,Enterprise,Manufacturing,48000,15
C02277,2025Q2,2025Q3,Starter,SaaS,1200,3
C02278,2025Q1,active,Starter,Manufacturing,1200,18
C02279,2025Q2,active,Pro,Retail,8400,15
C02280,2025Q2,active,Starter,Manufacturing,1200,15
C02281,2025Q1,2026Q1,Starter,SaaS,1200,12
C02282,2025Q3,active,Starter,Healthcare,1200,12
C02283,2025Q3,active,Pro,Finance,8400,12
C02284,2025Q2,active,Pro,SaaS,8400,15
C02285,2025Q2,2025Q4,Starter,Healthcare,1200,6
C02286,2025Q2,active,Starter,Manufacturing,1200,15
C02287,2025Q3,2026Q2,Pro,Retail,8400,9
C02288,2025Q3,active,Enterprise,Manufacturing,48000,12
C02289,2025Q2,2026Q1,Starter,Finance,1200,9
C02290,2025Q3,active,Pro,Healthcare,8400,12
C02291,2025Q1,2026Q2,Pro,Retail,8400,15
C02292,2025Q3,2026Q1,Starter,SaaS,1200,6
C02293,2025Q3,active,Enterprise,SaaS,48000,12
C02294,2025Q1,2026Q2,Pro,Finance,8400,15
C02295,2025Q3,active,Starter,SaaS,1200,12
C02296,2025Q1,2026Q2,Pro,Finance,8400,15
C02297,2025Q2,active,Pro,Healthcare,8400,15
C02298,2025Q1,active,Starter,Healthcare,1200,18
C02299,2025Q1,active,Starter,Healthcare,1200,18
C02300,2025Q2,active,Enterprise,Healthcare,48000,15
C02301,2025Q1,active,Starter,SaaS,1200,18
C02302,2025Q1,active,Starter,SaaS,1200,18
C02303,2025Q3,2026Q2,Pro,Healthcare,8400,9
C02304,2025Q1,2025Q4,Enterprise,SaaS,48000,9
C02305,2025Q1,active,Starter,Finance,1200,18
C02306,2025Q1,active,Starter,Retail,1200,18
C02307,2025Q3,active,Starter,SaaS,1200,12
C02308,2025Q1,active,Enterprise,Retail,48000,18
C02309,2025Q1,active,Enterprise,Finance,48000,18
C02310,2025Q1,2025Q4,Pro,Manufacturing,8400,9
C02311,2025Q3,active,Pro,Retail,8400,12
C02312,2025Q2,active,Starter,Manufacturing,1200,15
C02313,2025Q2,active,Starter,Healthcare,1200,15
C02314,2025Q2,2026Q2,Starter,SaaS,1200,12
C02315,2025Q1,active,Pro,SaaS,8400,18
C02316,2025Q1,active,Pro,Finance,8400,18
C02317,2025Q2,active,Starter,Finance,1200,15
C02318,2025Q3,active,Starter,SaaS,1200,12
C02319,2025Q3,active,Pro,Healthcare,8400,12
C02320,2025Q1,active,Starter,Healthcare,1200,18
C02321,2025Q1,active,Enterprise,Healthcare,48000,18
C02322,2025Q1,active,Starter,Healthcare,1200,18
C02323,2025Q3,active,Pro,SaaS,8400,12
C02324,2025Q1,active,Starter,Healthcare,1200,18
C02325,2025Q3,2026Q2,Pro,Retail,8400,9
C02326,2025Q2,active,Enterprise,Retail,48000,15
C02327,2025Q2,active,Starter,SaaS,1200,15
C02328,2025Q2,active,Pro,Healthcare,8400,15
C02329,2025Q1,active,Enterprise,SaaS,48000,18
C02330,2025Q3,active,Starter,Finance,1200,12
C02331,2025Q1,active,Enterprise,Healthcare,48000,18
C02332,2025Q2,active,Starter,Finance,1200,15
C02333,2025Q2,active,Enterprise,Manufacturing,48000,15
C02334,2025Q3,active,Starter,Finance,1200,12
C02335,2025Q3,active,Pro,SaaS,8400,12
C02336,2025Q2,2025Q3,Starter,Manufacturing,1200,3
C02337,2025Q1,active,Enterprise,Healthcare,48000,18
C02338,2025Q1,2025Q2,Starter,Finance,1200,3
C02339,2025Q2,2026Q1,Starter,Finance,1200,9
C02340,2025Q3,active,Pro,Healthcare,8400,12
C02341,2025Q1,2025Q3,Enterprise,Manufacturing,48000,6
C02342,2025Q2,active,Starter,Healthcare,1200,15
C02343,2025Q2,active,Starter,Manufacturing,1200,15
C02344,2025Q2,active,Pro,Healthcare,8400,15
C02345,2025Q3,2026Q1,Pro,Finance,8400,6
C02346,2025Q1,active,Starter,Retail,1200,18
C02347,2025Q3,2025Q4,Enterprise,Retail,48000,3
C02348,2025Q1,active,Pro,Manufacturing,8400,18
C02349,2025Q3,active,Pro,Retail,8400,12
C02350,2025Q1,2025Q4,Pro,Retail,8400,9
C02351,2025Q1,active,Pro,SaaS,8400,18
C02352,2025Q3,active,Starter,Healthcare,1200,12
C02353,2025Q2,2025Q4,Pro,Retail,8400,6
C02354,2025Q2,active,Starter,SaaS,1200,15
C02355,2025Q1,active,Pro,Retail,8400,18
C02356,2025Q2,active,Pro,Manufacturing,8400,15
C02357,2025Q1,2026Q2,Pro,Manufacturing,8400,15
C02358,2025Q3,active,Starter,Finance,1200,12
C02359,2025Q1,active,Pro,Healthcare,8400,18
C02360,2025Q3,active,Pro,Manufacturing,8400,12
C02361,2025Q3,active,Starter,Finance,1200,12
C02362,2025Q3,2026Q2,Starter,Manufacturing,1200,9
C02363,2025Q2,active,Starter,Healthcare,1200,15
C02364,2025Q2,active,Enterprise,Healthcare,48000,15
C02365,2025Q2,2026Q2,Enterprise,Finance,48000,12
C02366,2025Q1,active,Pro,SaaS,8400,18
C02367,2025Q2,active,Starter,Retail,1200,15
C02368,2025Q3,active,Starter,Healthcare,1200,12
C02369,2025Q2,active,Starter,Retail,1200,15
C02370,2025Q3,active,Starter,SaaS,1200,12
C02371,2025Q3,active,Starter,Finance,1200,12
C02372,2025Q3,active,Starter,Retail,1200,12
C02373,2025Q2,2026Q1,Pro,SaaS,8400,9
C02374,2025Q1,active,Starter,SaaS,1200,18
C02375,2025Q2,active,Enterprise,Healthcare,48000,15
C02376,2025Q3,active,Starter,Finance,1200,12
C02377,2025Q2,active,Pro,SaaS,8400,15
C02378,2025Q3,active,Starter,SaaS,1200,12
C02379,2025Q1,active,Enterprise,Finance,48000,18
C02380,2025Q2,active,Pro,Retail,8400,15
C02381,2025Q2,active,Starter,SaaS,1200,15
C02382,2025Q3,active,Starter,SaaS,1200,12
C02383,2025Q3,active,Enterprise,Manufacturing,48000,12
C02384,2025Q2,2026Q1,Pro,Retail,8400,9
C02385,2025Q1,active,Pro,Healthcare,8400,18
C02386,2025Q2,active,Starter,Healthcare,1200,15
C02387,2025Q3,active,Starter,SaaS,1200,12
C02388,2025Q2,active,Enterprise,Manufacturing,48000,15
C02389,2025Q2,active,Pro,Finance,8400,15
C02390,2025Q1,2025Q3,Starter,Manufacturing,1200,6
C02391,2025Q2,active,Pro,SaaS,8400,15
C02392,2025Q1,active,Enterprise,SaaS,48000,18
C02393,2025Q1,active,Starter,Manufacturing,1200,18
C02394,2025Q1,active,Pro,Healthcare,8400,18
C02395,2025Q3,2026Q2,Pro,Retail,8400,9
C02396,2025Q1,active,Starter,SaaS,1200,18
C02397,2025Q2,active,Starter,Manufacturing,1200,15
C02398,2025Q1,2025Q4,Starter,Manufacturing,1200,9
C02399,2025Q2,active,Pro,Manufacturing,8400,15
C02400,2025Q2,active,Starter,Manufacturing,1200,15
C02401,2025Q2,active,Pro,Finance,8400,15
C02402,2025Q3,active,Starter,Healthcare,1200,12
C02403,2025Q1,active,Starter,Retail,1200,18
C02404,2025Q3,active,Pro,Finance,8400,12
C02405,2025Q3,active,Starter,Retail,1200,12
C02406,2025Q1,active,Starter,Manufacturing,1200,18
C02407,2025Q2,active,Pro,Finance,8400,15
C02408,2025Q3,active,Pro,Finance,8400,12
C02409,2025Q3,2026Q1,Enterprise,Retail,48000,6
C02410,2025Q2,active,Starter,Retail,1200,15
C02411,2025Q2,active,Starter,SaaS,1200,15
C02412,2025Q1,active,Starter,Retail,1200,18
C02413,2025Q2,active,Starter,Retail,1200,15
C02414,2025Q2,active,Enterprise,Manufacturing,48000,15
C02415,2025Q2,2025Q4,Starter,Retail,1200,6
C02416,2025Q2,2025Q4,Starter,Healthcare,1200,6
C02417,2025Q2,active,Enterprise,Retail,48000,15
C02418,2025Q1,active,Pro,SaaS,8400,18
C02419,2025Q3,active,Enterprise,Manufacturing,48000,12
C02420,2025Q1,active,Starter,Finance,1200,18
C02421,2025Q3,active,Starter,Manufacturing,1200,12
C02422,2025Q2,active,Starter,Healthcare,1200,15
C02423,2025Q3,active,Pro,Healthcare,8400,12
C02424,2025Q2,active,Pro,SaaS,8400,15
C02425,2025Q2,active,Pro,Retail,8400,15
C02426,2025Q3,active,Pro,SaaS,8400,12
C02427,2025Q2,active,Pro,Retail,8400,15
C02428,2025Q3,active,Pro,Finance,8400,12
C02429,2025Q2,active,Pro,Finance,8400,15
C02430,2025Q1,active,Starter,Healthcare,1200,18
C02431,2025Q3,2026Q2,Pro,SaaS,8400,9
C02432,2025Q1,active,Pro,Manufacturing,8400,18
C02433,2025Q3,active,Starter,SaaS,1200,12
C02434,2025Q1,active,Starter,Finance,1200,18
C02435,2025Q3,active,Starter,Finance,1200,12
C02436,2025Q2,active,Starter,SaaS,1200,15
C02437,2025Q1,active,Starter,Healthcare,1200,18
C02438,2025Q2,active,Pro,Retail,8400,15
C02439,2025Q2,2025Q3,Starter,Retail,1200,3
C02440,2025Q2,active,Starter,Retail,1200,15
C02441,2025Q2,active,Pro,Retail,8400,15
C02442,2025Q3,active,Starter,Manufacturing,1200,12
C02443,2025Q3,active,Starter,SaaS,1200,12
C02444,2025Q1,active,Starter,Manufacturing,1200,18
C02445,2025Q1,active,Starter,Manufacturing,1200,18
C02446,2025Q2,active,Starter,Finance,1200,15
C02447,2025Q2,active,Starter,Retail,1200,15
C02448,2025Q1,active,Starter,SaaS,1200,18
C02449,2025Q1,2026Q2,Pro,Retail,8400,15
C02450,2025Q1,active,Starter,Healthcare,1200,18
C02451,2025Q3,active,Starter,Healthcare,1200,12
C02452,2025Q2,active,Enterprise,Finance,48000,15
C02453,2025Q1,active,Starter,SaaS,1200,18
C02454,2025Q3,active,Starter,Retail,1200,12
C02455,2025Q2,2026Q1,Starter,SaaS,1200,9
C02456,2025Q1,active,Starter,Retail,1200,18
C02457,2025Q2,active,Starter,SaaS,1200,15
C02458,2025Q3,active,Starter,Healthcare,1200,12
C02459,2025Q3,active,Starter,SaaS,1200,12
C02460,2025Q3,active,Enterprise,Retail,48000,12
C02461,2025Q2,active,Pro,SaaS,8400,15
C02462,2025Q3,active,Starter,SaaS,1200,12
C02463,2025Q3,active,Pro,SaaS,8400,12
C02464,2025Q3,active,Pro,Healthcare,8400,12
C02465,2025Q1,2025Q3,Pro,Healthcare,8400,6
C02466,2025Q3,active,Starter,Retail,1200,12
C02467,2025Q2,active,Starter,Healthcare,1200,15
C02468,2025Q2,active,Pro,Finance,8400,15
C02469,2025Q3,active,Pro,Manufacturing,8400,12
C02470,2025Q2,active,Pro,SaaS,8400,15
C02471,2025Q2,active,Pro,Retail,8400,15
C02472,2025Q1,active,Starter,Finance,1200,18
C02473,2025Q3,active,Starter,Finance,1200,12
C02474,2025Q3,active,Enterprise,SaaS,48000,12
C02475,2025Q1,active,Pro,Finance,8400,18
C02476,2025Q3,active,Pro,SaaS,8400,12
C02477,2025Q2,active,Pro,Healthcare,8400,15
C02478,2025Q2,active,Pro,SaaS,8400,15
C02479,2025Q1,active,Enterprise,Retail,48000,18
C02480,2025Q3,2026Q2,Pro,Finance,8400,9
C02481,2025Q3,active,Starter,Healthcare,1200,12
C02482,2025Q2,2026Q1,Starter,Retail,1200,9
C02483,2025Q3,active,Starter,Retail,1200,12
C02484,2025Q1,2025Q2,Pro,Healthcare,8400,3
C02485,2025Q1,active,Pro,Retail,8400,18
C02486,2025Q3,active,Starter,Manufacturing,1200,12
C02487,2025Q3,active,Starter,Retail,1200,12
C02488,2025Q1,2025Q3,Enterprise,Healthcare,48000,6
C02489,2025Q3,active,Starter,Manufacturing,1200,12
C02490,2025Q2,active,Starter,SaaS,1200,15
C02491,2025Q1,active,Starter,Retail,1200,18
C02492,2025Q1,active,Starter,Retail,1200,18
C02493,2025Q3,active,Pro,Retail,8400,12
C02494,2025Q2,active,Starter,Manufacturing,1200,15
C02495,2025Q1,active,Pro,Finance,8400,18
C02496,2025Q2,active,Starter,Finance,1200,15
C02497,2025Q1,active,Pro,Healthcare,8400,18
C02498,2025Q2,2025Q4,Starter,Manufacturing,1200,6
C02499,2025Q2,active,Starter,Healthcare,1200,15
C02500,2025Q1,active,Enterprise,Healthcare,48000,18
